"Work_Ref__c","Investigation_Case__r.Work_Ref__c","Signal__c","Family__c","Detail__c"
"MP3042330-W180157","MP3042330-W180157","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3017212-W224963","MP3017212-W224963","Peer amount","amount","Recommended amount at the 91th percentile of 45 comparable works (robust z 4.2)."
"MP3017212-W224963","MP3017212-W224963","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2023: 262 works at a median of Rs 249,853 -> 2024: 108 works at a median of Rs 499,448. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3017212-W224963","MP3017212-W224963","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3019436-W18927","MP3019436-W18927","Peer amount","amount","Recommended amount at the 100th percentile of 1039 comparable works (robust z 8.9)."
"MP3019436-W18927","MP3019436-W18927","Peer duration","duration","Open for longer than 98% of comparable works still in progress."
"MP3019436-W18927","MP3019436-W18927","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2023: 36 works at a median of Rs 927,890 -> 2024: 5 works at a median of Rs 2,511,808. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3019436-W18927","MP3019436-W18927","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3020006-W213910","MP3020006-W213910","Peer amount","amount","Recommended amount at the 99th percentile of 141 comparable works (robust z 10.6)."
"MP3020006-W213910","MP3020006-W213910","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2022: 6 works at a median of Rs 685,196 -> 2023: 9 works at a median of Rs 2,374,734. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3020006-W213910","MP3020006-W213910","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3023812-W150711","MP3023812-W150711","Peer amount","amount","Recommended amount at the 100th percentile of 1971 comparable works (robust z 39.1)."
"MP3023812-W150711","MP3023812-W150711","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 70%). Before/after - 2025: 108 works at a median of Rs 586,716 -> 2026: 7 works at a median of Rs 1,000,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3023812-W150711","MP3023812-W150711","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3044716-W259001","MP3044716-W259001","Peer amount","amount","Recommended amount at the 99th percentile of 13232 comparable works (robust z 50.0)."
"MP3044716-W259001","MP3044716-W259001","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2023: 878 works at a median of Rs 21,109 -> 2024: 557 works at a median of Rs 177,842. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3044716-W259001","MP3044716-W259001","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3023700-W207251","MP3023700-W207251","Peer amount","amount","Recommended amount at the 97th percentile of 252 comparable works (robust z 6.8)."
"MP3023700-W207251","MP3023700-W207251","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 86%). Before/after - 2024: 177 works at a median of Rs 627,534 -> 2025: 125 works at a median of Rs 1,170,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3023700-W207251","MP3023700-W207251","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3020003-W163382","MP3020003-W163382","Peer amount","amount","Recommended amount at the 100th percentile of 141 comparable works (robust z 13.6)."
"MP3020003-W163382","MP3020003-W163382","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2022: 6 works at a median of Rs 685,196 -> 2023: 9 works at a median of Rs 2,374,734. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3020003-W163382","MP3020003-W163382","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3019302-W122569","MP3019302-W122569","Peer amount","amount","Recommended amount at the 92th percentile of 64 comparable works (robust z 4.4)."
"MP3019302-W122569","MP3019302-W122569","Peer duration","duration","Open for longer than 91% of comparable works still in progress."
"MP3019302-W122569","MP3019302-W122569","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3018400-W515","MP3018400-W515","Peer amount","amount","Recommended amount at the 100th percentile of 308 comparable works (robust z 26.4)."
"MP3018400-W515","MP3018400-W515","Peer duration","duration","Open for longer than 99% of comparable works still in progress."
"MP3018400-W515","MP3018400-W515","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3018400-W515","MP3018400-W515","Near-duplicate work","duplication","A work in the same state and archetype is 100.0% semantically similar (MP3018400-W516). Repeated descriptions are common in this scheme, so a human should confirm these are genuinely separate works."
"MP3018400-W516","MP3018400-W516","Peer amount","amount","Recommended amount at the 100th percentile of 308 comparable works (robust z 26.4)."
"MP3018400-W516","MP3018400-W516","Peer duration","duration","Open for longer than 99% of comparable works still in progress."
"MP3018400-W516","MP3018400-W516","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3018400-W516","MP3018400-W516","Near-duplicate work","duplication","A work in the same state and archetype is 100.0% semantically similar (MP3018400-W515). Repeated descriptions are common in this scheme, so a human should confirm these are genuinely separate works."
"MP3023700-W105224","MP3023700-W105224","Peer amount","amount","Recommended amount at the 100th percentile of 7203 comparable works (robust z 11.9)."
"MP3023700-W105224","MP3023700-W105224","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 86%). Before/after - 2024: 177 works at a median of Rs 627,534 -> 2025: 125 works at a median of Rs 1,170,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3023700-W105224","MP3023700-W105224","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3019201-W136736","MP3019201-W136736","Peer amount","amount","Recommended amount at the 99th percentile of 13232 comparable works (robust z 65.4)."
"MP3019201-W136736","MP3019201-W136736","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2023: 15 works at a median of Rs 600,000 -> 2024: 31 works at a median of Rs 1,215,970. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3019201-W136736","MP3019201-W136736","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3042816-W166818","MP3042816-W166818","Peer amount","amount","Recommended amount at the 99th percentile of 13232 comparable works (robust z 70.5)."
"MP3042816-W166818","MP3042816-W166818","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 86%). Before/after - 2024: 177 works at a median of Rs 627,534 -> 2025: 125 works at a median of Rs 1,170,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3042816-W166818","MP3042816-W166818","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3044251-W229508","MP3044251-W229508","Peer amount","amount","Recommended amount at the 100th percentile of 4872 comparable works (robust z 65.8)."
